ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
1049,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,2,2,Les réseaux sociaux,2,"Oui, tu es investi(e)",NSPRF,Tu l'as toujours chez toi,Deux,Deux,Tu ne sais pas ou tu ne souhaites pas répondre,Vacances avec ta famille,Train (RER/TER/TGV…),NSPRF,"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,,,C'est plus rapide,Autre,Miriam Makeba,4ème,Fille,1.02222222222337
8220,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Ça dépend,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,4,3,4,La télévision,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Vélo personnel,À pied,Trottinette,,C'est plus accessible,Vélo partagé (par exemple : Vélib),Miriam Makeba,5ème,Garçon,1.4375
7104,Oui,entre 10 et 50 livres,2 fois,avec l'un de tes deux parents seulement,deux,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,4,4,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as jeté,Aucun,Aucun,Asie,Vacances avec ta famille,Avion,Avion,Trottinette,"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",Vélo personnel,Tu n'as pas le choix parce que c'est la seule solution,Métro / RER,Miriam Makeba,6ème,Fille,1.1818181818182
3265,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,4,2,2,La télévision,3,"Non, tu n'es pas investi(e)",NSPRF,Tu as toujours ton premier téléphone,NSPRF,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Vacances avec ta famille,Avion,Avion,"Bus (dont microbus, Traverse, etc.)",À pied,,,,C'est plus accessible,Vélo personnel,Miriam Makeba,5ème,Garçon,1.4375
3519,Non,entre 10 et 50 livres,1 fois,avec l'un de tes deux parents seulement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,3,Les réseaux sociaux,NSPRF,"Oui, tu es investi(e)",La réservation des repas à la cantine,Tu l'as jeté,Aucun,Trois,Europe,Vacances avec ta famille,Avion,Marche à pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Henri Bergson,Terminale,Fille,4.3103448275862
6374,Oui,entre 10 et 50 livres,1 fois,avec l'un de tes deux parents seulement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,3,La télévision,1,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,NSPRF,Plus de trois,France,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",Trottinette,Vélo personnel,Tu n'as pas le choix parce que tes parents préfèrent,Vélo partagé (par exemple : Vélib),Henri Bergson,1ère,Garçon,6.28571428586638
6767,Oui,entre 10 et 50 livres,1 fois,avec l'un de tes deux parents seulement,un,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,NSPRF,2,NSPRF,Les cours,1,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as vendu,Aucun,Un,Europe,Vacances avec des ami(e)s,Autocar/bus,Train (RER/TER/TGV...),Vélo partagé (par exemple : Vélib),"Voiture, scooter, moto",,,,C'est plus accessible,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
5121,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Un,France,Colonie de vacances,Autocar/bus,Marche à pied,Métro / RER,Vélo partagé (par exemple : Vélib),À pied,"Bus (dont microbus, Traverse, etc.)",,C'est plus accessible,Vélo personnel,Henri Bergson,Terminale,Garçon,7.24000003686302
8252,Oui,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,1,Les réseaux sociaux,3,NSPRF,La réservation des repas à la cantine,Tu l'as toujours chez toi,Un seul,Un,Europe,Vacances avec ta famille,Avion,Marche à pied,À pied,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus écologique,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Garçon,5.35000000000007
4108,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,NSPRF,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu as toujours ton premier téléphone,Deux,Deux,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Tram,À pied,,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Garçon,3.28571428571429
1440,NSPRF,entre 10 et 50 livres,Jamais,avec tes deux parents dans le même logement,+4,Non,NSPRF,tu cherches la poubelle la plus proche,NSPRF,2,NSPRF,Les réseaux sociaux,3,NSPRF,NSPRF,Tu as toujours ton premier téléphone,Deux,Aucun,Non concerné(e) : tu n'as jamais voyagé,,,,"Bus (dont microbus, Traverse, etc.)",Métro / RER,Train,Tram,Vélo personnel,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,2nde,Fille,2.92
6530,Non,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,4,3,La télévision,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Avion,À pied,,,,,Ça ne coûte pas cher,Trottinette,Miriam Makeba,3ème,Fille,1.13513513513521
2934,Non,pas de livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,2,2,La télévision,1,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus rapide,Trottinette,Miriam Makeba,6ème,Fille,1.1818181818182
9993,Non,plus de 50 livres,1 fois,autre,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,2,3,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Aucun,Plus de trois,Asie,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Tram,À pied,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
2748,Non,entre 10 et 50 livres,1 fois,NSPRF,+4,Oui,NSPRF,tu cherches la poubelle la plus proche,NSPRF,NSPRF,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",NSPRF,NSPRF,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Avion,"Bus (dont microbus, Traverse, etc.)",,,,,NSPRF,A pied,Miriam Makeba,5ème,Garçon,1.4375
6630,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,2,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as vendu,Plus de deux,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",À pied,,C'est plus accessible,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
8685,Non,entre 10 et 50 livres,Jamais,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,2,NSPRF,La télévision,3,"Oui, tu es investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Un seul,Aucun,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,Trottinette,Vélo personnel,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Miriam Makeba,3ème,Fille,1.13513513513521
3410,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,4,3,3,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Un potager,Tu l'as toujours chez toi,Aucun,Un,France,Vacances avec ta famille,Autocar/bus,Voiture (personnelle / location / taxi),Tram,Vélo partagé (par exemple : Vélib),Métro / RER,À pied,,Parce que ça te plaît,Trottinette,Hélène Boucher,2nde,Fille,3.22222222222222
8652,Non,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,NSPRF,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as vendu,Aucun,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Trottinette,À pied,Vélo personnel,,,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,4ème,Garçon,1.24489795918368
4634,Non,plus de 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Ça dépend,"on trie tout, y compris le compost",tu le jettes tout de suite par terre,2,1,1,Les cours,3,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Amérique,Vacances avec des ami(e)s,Avion,"Deux-roues motorisés (moto, scooter)","Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",Tram,Vélo partagé (par exemple : Vélib),Train,C'est plus écologique,Transport adapté aux personnes à mobilité réduite,Hélène Boucher,1ère,Garçon,3.28571428571429
5560,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,4,4,1,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Plus de deux,Deux,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,NSPRF,NSPRF,À pied,"Bus (dont microbus, Traverse, etc.)",Tram,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Fille,2.69565217391305
5078,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,1,Les réseaux sociaux,4,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Deux,Deux,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,À pied,,,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
8959,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,NSPRF,4,2,Les réseaux sociaux,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Plus de deux,Plus de trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,C'est plus accessible,Vélo personnel,Hélène Boucher,Terminale,Fille,2.58426966292135
3671,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,2,Les réseaux sociaux,2,"Oui, tu es investi(e)",La généralisation de poubelles jaunes,Tu l'as donné à un proche,Plus de deux,Un,Amérique,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,Vélo partagé (par exemple : Vélib),Vélo personnel,,,C'est plus rapide,,Hélène Boucher,Terminale,Fille,2.58426966292135
7221,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,1,La télévision,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu as toujours ton premier téléphone,Aucun,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Train (RER/TER/TGV...),,,,,,,,Miriam Makeba,6ème,Garçon,1.14000000000006
3756,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,2,1,La télévision,2,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as donné à un proche,Aucun,Deux,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Bateau,À pied,"Voiture, scooter, moto",,,,Tu n'as pas le choix parce que tes parents préfèrent,Vélo personnel,Miriam Makeba,4ème,Fille,1.02222222222337
2465,Non,NSPRF,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,NSPRF,NSPRF,NSPRF,La télévision,NSPRF,NSPRF,NSPRF,NSPRF,NSPRF,NSPRF,Afrique,Vacances avec ta famille,Bateau,Voiture (personnelle / location / taxi),À pied,"Bus (dont microbus, Traverse, etc.)",,,,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,3ème,Garçon,1.22727272727274
4068,Non,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,un,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,3,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Deux,Europe,Séjour linguistique,Avion,Voiture (personnelle / location / taxi),Tram,Métro / RER,,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Hélène Boucher,1ère,Fille,2.69565217391305
3037,Oui,plus de 50 livres,NSPRF,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,3,Autre,1,"Non, tu n'es pas investi(e)",Une ruche d'abeilles,Autre,Aucun,Deux,Europe,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Bateau,Voiture (personnelle / location / taxi),Métro / RER,À pied,,,,Ça ne coûte pas cher,Autre,Henri Bergson,Terminale,Garçon,7.24000003686302
9485,Oui,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,3,3,NSPRF,4,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu l'as toujours chez toi,Un seul,Trois,Afrique,Vacances avec ta famille,Avion,Avion,"Bus (dont microbus, Traverse, etc.)",,,,,C'est plus rapide,Vélo personnel,Miriam Makeba,4ème,Garçon,1.24489795918368
7470,NSPRF,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le jettes tout de suite par terre,3,1,NSPRF,Autre,NSPRF,"Non, tu n'es pas investi(e)",NSPRF,Autre,Aucun,Plus de trois,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Hélène Boucher,Terminale,Garçon,5.02857142857143
1771,Non,entre 10 et 50 livres,1 fois,en partie chez l'un et chez l'autre,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,2,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Europe,Vacances avec ta famille,Avion,Marche à pied,Métro / RER,À pied,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",,C'est plus accessible,Autre,Hélène Boucher,Terminale,Fille,2.58426966292135
6978,Non,entre 10 et 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Oui,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,3,4,2,La télévision,2,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Aucun,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Tram,Métro / RER,À pied,,,C'est plus accessible,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,2nde,Fille,3.22222222222222
