ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
4598,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,1,Les réseaux sociaux,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un potager,Tu as toujours ton premier téléphone,Deux,Plus de trois,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),NSPRF,,,,,C'est plus rapide,"Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
1101,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,2,2,Les cours,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Un seul,Plus de trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Bateau,À pied,Métro / RER,"Voiture, scooter, moto",,,C'est plus accessible,Vélo personnel,Miriam Makeba,3ème,Garçon,1.22727272727274
1077,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes tout de suite par terre,3,1,1,La télévision,3,"Non, tu n'es pas investi(e)",NSPRF,Tu n'as pas de téléphone,Aucun,Plus de trois,Europe,Vacances avec ta famille,,Avion,Trottinette,À pied,,,,Parce que ça te plaît,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,5ème,Garçon,1.4375
7768,Non,plus de 50 livres,2 fois,en partie chez l'un et chez l'autre,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,4,4,Les réseaux sociaux,NSPRF,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu as toujours ton premier téléphone,Plus de deux,Trois,Afrique,Vacances avec ta famille,Bateau,Avion,Trottinette,Vélo personnel,,,,Aucune de ces réponses ne te correspond,A pied,Miriam Makeba,5ème,Garçon,1.4375
5842,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,2,La télévision,NSPRF,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,NSPRF,Plus de trois,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Marche à pied,À pied,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Hélène Boucher,Terminale,Fille,2.58426966292135
4364,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Ça dépend,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,1,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Un seul,Un,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,À pied,,,,,Parce que ça te plaît,"Bus (dont microbus, Traverse, etc.)",Hélène Boucher,1ère,Fille,2.69565217391305
8090,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,1,4,1,Les conversations en famille,3,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Plus de deux,Plus de trois,Europe,Vacances avec des ami(e)s,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",Vélo partagé (par exemple : Vélib),Vélo personnel,C'est plus écologique,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Garçon,5.02857142857143
9620,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,3,La télévision,NSPRF,"Oui, tu es investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Aucun,Trois,Afrique,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,"Deux-roues motorisés (moto, scooter)",Métro / RER,Tram,À pied,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Henri Bergson,1ère,Garçon,6.28571428586638
3094,Oui,moins de 10 livres,Jamais,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,3,Autre,4,"Oui, tu es investi(e)",Des cendriers à l'entrée,Tu as toujours ton premier téléphone,Aucun,Trois,France,Séjour linguistique,Voiture (personnelle/location/taxi),Train (RER/TER/TGV...),Métro / RER,"Bus (dont microbus, Traverse, etc.)",Tram,Train,,C'est plus accessible,Trottinette,Henri Bergson,1ère,Garçon,6.28571428586638
6618,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes tout de suite par terre,1,1,1,La télévision,1,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,Trottinette,,,,Parce que ça te plaît,"Bus (dont microbus, Traverse, etc.)",Miriam Makeba,6ème,Fille,1.1818181818182
7378,Non,NSPRF,2 fois,avec l'un de tes deux parents seulement,+4,Oui,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,3,1,2,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Aucun,Plus de trois,Dom-Tom,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,,,,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,3ème,Fille,1.13513513513521
1365,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,1,Les conversations entre ami(e)s,2,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu as toujours ton premier téléphone,Plus de deux,Aucun,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,Vélo partagé (par exemple : Vélib),,,C'est plus écologique,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
3105,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,un,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,2,3,1,La télévision,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des cendriers à l'entrée,Tu l'as donné à un proche,Plus de deux,Plus de trois,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Tram,Métro / RER,,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Fille,2.69565217391305
7044,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,NSPRF,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as vendu,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Tram,À pied,"Voiture, scooter, moto",Métro / RER,"Bus (dont microbus, Traverse, etc.)",C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Garçon,5.35000000000007
3637,Non,moins de 10 livres,1 fois,avec l'un de tes deux parents seulement,deux,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,4,1,La télévision,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu l'as donné à un proche,Plus de deux,Deux,Europe,Vacances avec ta famille,Autocar/bus,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Métro / RER,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Miriam Makeba,5ème,Fille,1.25714285714286
1057,Non,moins de 10 livres,2 fois,avec tes deux parents dans le même logement,deux,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,3,Les cours,4,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",L'installation d'un poulailler,Tu l'as toujours chez toi,Deux,Deux,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,"Bus (dont microbus, Traverse, etc.)",Métro / RER,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Miriam Makeba,4ème,Garçon,1.24489795918368
5414,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,2,Les conversations en famille,2,"Oui, tu es investi(e)",La réservation des repas à la cantine,Tu l'as jeté,Un seul,Deux,France,NSPRF,Train (RER/TER/TGV…),Marche à pied,À pied,,,,,Parce que ça te plaît,Métro / RER,Henri Bergson,2nde,Garçon,8.50000666078516
7604,NSPRF,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,3,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Une ruche d'abeilles,Tu as toujours ton premier téléphone,Aucun,Aucun,Europe,Séjour linguistique,Avion,Marche à pied,À pied,"Bus (dont microbus, Traverse, etc.)",Vélo personnel,"Voiture, scooter, moto",,Parce que ça te plaît,Autre,Miriam Makeba,4ème,Garçon,1.24489795918368
1913,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,3,1,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Plus de deux,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),,,,C'est plus rapide,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
1174,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,2,Les réseaux sociaux,3,NSPRF,Le tri des déchets à la cantine,Tu l'as toujours chez toi,Un seul,Un,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),À pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Trottinette,Hélène Boucher,1ère,Fille,2.69565217391305
2353,NSPRF,entre 10 et 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,2,La télévision,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,France,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,"Voiture, scooter, moto",Métro / RER,"Bus (dont microbus, Traverse, etc.)",Tram,C'est plus accessible,Train,Miriam Makeba,6ème,Fille,1.1818181818182
6588,Non,plus de 50 livres,3 fois ou plus,autre,+4,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,NSPRF,NSPRF,1,La radio,NSPRF,NSPRF,NSPRF,Tu n'as pas de téléphone,NSPRF,Plus de trois,Afrique,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Avion,Vélo personnel,À pied,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",Trottinette,Tu n'as pas le choix parce que c'est la seule solution,Autre,Miriam Makeba,5ème,Garçon,1.4375
3417,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,2,3,La télévision,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Plus de deux,Un,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),,,,,,Ça ne coûte pas cher,"Bus (dont microbus, Traverse, etc.)",Miriam Makeba,4ème,Garçon,1.24489795918368
4790,Oui,entre 10 et 50 livres,2 fois,en partie chez l'un et chez l'autre,deux,Oui,on trie le verre et d'autres déchets recyclables,NSPRF,2,2,3,La télévision,1,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as vendu,Plus de deux,Aucun,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),À pied,"Voiture, scooter, moto",,,,Tu n'as pas le choix parce que c'est la seule solution,Autre,Henri Bergson,2nde,Fille,2.92
6940,Non,plus de 50 livres,2 fois,avec l'un de tes deux parents seulement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,3,1,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Plus de deux,Trois,France,Vacances avec des ami(e)s,Autocar/bus,Vélo,Tram,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",À pied,Métro / RER,C'est plus rapide,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
9959,NSPRF,entre 10 et 50 livres,NSPRF,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,2,2,NSPRF,La télévision,2,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as vendu,Un seul,Plus de trois,Europe,Vacances avec ta famille,Avion,Train (RER/TER/TGV...),"Bus (dont microbus, Traverse, etc.)",,,,,Tu n'as pas le choix parce que tes parents préfèrent,"Voiture, scooter, moto",Miriam Makeba,5ème,Fille,1.25714285714286
2079,Oui,pas de livres,3 fois ou plus,avec l'un de tes deux parents seulement,nan,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,NSPRF,NSPRF,4,Les réseaux sociaux,na,NSPRF,Un potager,Tu as toujours ton premier téléphone,NSPRF,NSPRF,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",,,,,NSPRF,Train,Miriam Makeba,4ème,Fille,1.02222222222337
3887,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,1,Autre,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des cendriers à l'entrée,Tu as toujours ton premier téléphone,NSPRF,Trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,À pied,"Voiture, scooter, moto",,,C'est plus rapide,Trottinette,Hélène Boucher,1ère,Garçon,3.28571428571429
3423,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,trois,Non,on met tout dans la même poubelle,NSPRF,2,2,2,Autre,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu as toujours ton premier téléphone,Deux,Un,Dom-Tom,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Fille,2.69565217391305
4729,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,un,Oui,on trie seulement le verre,tu cherches la poubelle la plus proche,2,3,2,Les cours,3,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as donné à un proche,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,C'est plus rapide,"Bus (dont microbus, Traverse, etc.)",Miriam Makeba,5ème,Fille,1.25714285714286
1823,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,3,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Un seul,Plus de trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Tram,Vélo partagé (par exemple : Vélib),À pied,,,C'est plus rapide,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
7224,Non,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,NSPRF,tu le gardes pour le jeter à ton retour chez toi,4,2,2,La télévision,1,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,Plus de trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Autocar/bus,À pied,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",Vélo personnel,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,3ème,Garçon,1.22727272727274
1201,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,4,1,Les réseaux sociaux,3,NSPRF,L'installation d'un poulailler,Tu l'as toujours chez toi,Deux,Deux,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus rapide,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
5359,Non,moins de 10 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,3,NSPRF,NSPRF,La télévision,2,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as jeté,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Autocar/bus,"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,Vélo personnel,Vélo partagé (par exemple : Vélib),Parce que ça te plaît,"Voiture, scooter, moto",Miriam Makeba,5ème,Garçon,1.4375
6809,Non,pas de livres,Jamais,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,2,2,3,NSPRF,2,NSPRF,NSPRF,Tu n'as pas de téléphone,NSPRF,NSPRF,Non concerné(e) : tu n'as jamais voyagé,,,,"Bus (dont microbus, Traverse, etc.)",,,,,NSPRF,Vélo partagé (par exemple : Vélib),Miriam Makeba,6ème,Garçon,1.14000000000006
4422,Non,entre 10 et 50 livres,Jamais,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,1,NSPRF,Les cours,4,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,Aucun,Un,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,NSPRF,NSPRF,Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
1604,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,4,2,Les cours,1,"Oui, tu es investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Un seul,Trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Métro / RER,Tram,À pied,,,Tu n'as pas le choix parce que c'est la seule solution,Train,Hélène Boucher,Terminale,Fille,2.58426966292135
6441,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Ça dépend,on met tout dans la même poubelle,tu le jettes tout de suite par terre,3,1,1,La télévision,3,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Colonie de vacances,NSPRF,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,,,C'est plus rapide,Autre,Miriam Makeba,6ème,Fille,1.1818181818182
1413,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,"on trie tout, y compris le compost",tu le jettes par terre si personne ne regarde,1,1,1,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as jeté,Deux,Plus de trois,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Tram,Vélo partagé (par exemple : Vélib),À pied,,,C'est plus accessible,"Voiture, scooter, moto",Hélène Boucher,1ère,Garçon,3.28571428571429
1382,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,nan,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,1,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Aucun,Deux,Afrique,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),Métro / RER,Tram,À pied,,,Parce que ça te plaît,Trottinette,Hélène Boucher,2nde,Fille,3.22222222222222
3515,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,1,NSPRF,La télévision,3,"Non, tu n'es pas investi(e)",NSPRF,Tu n'as pas de téléphone,NSPRF,Deux,Europe,Vacances avec ta famille,NSPRF,Autocar/bus,À pied,,,,,Aucune de ces réponses ne te correspond,"Bus (dont microbus, Traverse, etc.)",Miriam Makeba,6ème,Garçon,1.14000000000006
9596,Oui,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,NSPRF,NSPRF,1,Les réseaux sociaux,4,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",La réservation des repas à la cantine,Tu l'as toujours chez toi,Un seul,Plus de trois,Europe,Séjour linguistique,Avion,Marche à pied,"Bus (dont microbus, Traverse, etc.)",À pied,,,,C'est plus rapide,Trottinette,Miriam Makeba,4ème,Fille,1.02222222222337
7270,Non,pas de livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,2,1,NSPRF,La télévision,1,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Europe,Vacances avec ta famille,Autocar/bus,Autocar/bus,"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",Vélo personnel,Trottinette,Tu n'as pas le choix parce que c'est la seule solution,Autre,Miriam Makeba,3ème,Fille,1.13513513513521
8741,Non,plus de 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,3,3,La télévision,na,"Non, tu n'es pas investi(e)",NSPRF,Tu l'avais perdu ou on te l'avait volé,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,"Voiture, scooter, moto",,C'est plus rapide,Vélo personnel,Miriam Makeba,5ème,Fille,1.25714285714286
6247,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,2,4,NSPRF,Les réseaux sociaux,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Aucun,Deux,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Marche à pied,Métro / RER,Vélo partagé (par exemple : Vélib),,,,C'est plus rapide,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
4421,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,2,La télévision,2,NSPRF,NSPRF,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Métro / RER,Vélo partagé (par exemple : Vélib),Trottinette,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,4ème,Garçon,1.24489795918368
8100,Oui,plus de 50 livres,2 fois,NSPRF,nan,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,2,2,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des cendriers à l'entrée,Tu l'as toujours chez toi,Plus de deux,Un,Europe,Séjour linguistique,Avion,Train (RER/TER/TGV...),NSPRF,,,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
2711,Non,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,un,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,2,Les cours,4,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Deux,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),Métro / RER,À pied,,,,C'est plus accessible,"Bus (dont microbus, Traverse, etc.)",Hélène Boucher,Terminale,Fille,2.58426966292135
7667,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,NSPRF,3,1,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Plus de deux,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Trottinette,"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",,C'est plus rapide,Autre,Miriam Makeba,3ème,Fille,1.13513513513521
4113,Oui,entre 10 et 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,2,La télévision,2,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu n'as pas de téléphone,Aucun,NSPRF,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,Ça ne coûte pas cher,Vélo personnel,Miriam Makeba,6ème,Garçon,1.14000000000006
2659,Non,NSPRF,3 fois ou plus,avec tes deux parents dans le même logement,nan,Non,NSPRF,tu le gardes pour le jeter à ton retour chez toi,3,3,NSPRF,La télévision,3,NSPRF,La réservation des repas à la cantine,Tu l'as vendu,Un seul,Plus de trois,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Transport adapté aux personnes à mobilité réduite,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",À pied,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,5ème,Fille,1.25714285714286
